instance_name,source,target,label
eil51-m3,36,11,0
eil51-m3,36,4,0
eil51-m3,37,10,1
eil51-m3,37,48,0
eil51-m3,37,45,0
eil51-m3,38,9,0
eil51-m3,38,32,1
eil51-m3,38,44,0
eil51-m3,38,14,0
eil51-m3,38,4,0
eil51-m3,39,40,1
eil51-m3,39,41,0
eil51-m3,39,12,0
eil51-m3,39,16,0
eil51-m3,39,24,0
eil51-m3,40,12,1
eil51-m3,41,18,1
eil51-m3,41,3,0
eil51-m3,41,39,0
eil51-m3,42,6,0
eil51-m3,42,23,0
eil51-m3,42,22,1
eil51-m3,42,26,0
eil51-m3,43,14,0
eil51-m3,43,41,1
eil51-m3,43,44,0
eil51-m3,43,32,0
eil51-m3,44,14,1
eil51-m3,44,32,0
eil51-m3,44,16,0
eil51-m3,45,11,1
eil51-m3,45,10,0
eil51-m3,46,11,0
eil51-m3,46,16,1
eil51-m3,46,50,0
eil51-m3,47,22,0
eil51-m3,48,8,1
eil51-m3,48,37,0
eil51-m3,48,33,0
eil51-m3,49,20,1
eil51-m3,49,29,0
eil51-m3,49,48,0
eil51-m3,49,10,0
eil51-m3,50,45,1
eil51-m3,50,31,0
eil51-m5,0,31,0
eil51-m5,0,21,1
eil51-m5,0,7,0
eil51-m5,0,10,1
eil51-m5,0,47,1
eil51-m5,0,45,1
eil51-m5,0,27,0
eil51-m5,1,21,0
eil51-m5,1,19,0
eil51-m5,1,0,1
eil51-m5,1,20,0
eil51-m5,2,34,0
eil51-m5,2,35,1
eil51-m5,2,28,0
eil51-m5,3,17,1
eil51-m5,4,37,0
eil51-m5,4,36,0
eil51-m5,4,14,0
eil51-m5,5,47,0
eil51-m5,5,13,1
eil51-m5,5,50,0
eil51-m5,5,46,0
eil51-m5,5,6,0
eil51-m5,6,25,1
eil51-m5,6,5,0
eil51-m5,6,30,0
eil51-m5,7,25,0
eil51-m5,7,30,1
eil51-m5,7,27,0
eil51-m5,7,6,0
eil51-m5,8,49,1
eil51-m5,8,29,0
eil51-m5,8,4,0
eil51-m5,9,48,1
eil51-m5,9,29,0
eil51-m5,9,38,0
eil51-m5,9,32,0
eil51-m5,9,33,0
eil51-m5,10,31,0
eil51-m5,10,37,1
eil51-m5,11,46,0
eil51-m5,11,36,1
eil51-m5,11,37,0
eil51-m5,12,40,1
eil51-m5,12,18,0
eil51-m5,12,39,0
eil51-m5,13,24,1
eil51-m5,13,47,0
eil51-m5,14,43,0
eil51-m5,14,16,0
eil51-m5,14,32,1
eil51-m5,15,1,1
eil51-m5,15,28,0
eil51-m5,15,10,0
eil51-m5,15,33,0
eil51-m5,16,3,0
eil51-m5,16,46,1
eil51-m5,16,4,0
eil51-m5,17,3,0
eil51-m5,18,40,0
eil51-m5,18,41,1
eil51-m5,18,17,0
eil51-m5,18,36,0
eil51-m5,18,46,0
eil51-m5,19,28,1
eil51-m5,19,35,0
eil51-m5,19,15,0
eil51-m5,20,15,1
eil51-m5,20,19,0
eil51-m5,21,2,1
eil51-m5,21,26,0
eil51-m5,21,10,0
eil51-m5,22,6,1
eil51-m5,22,5,0
eil51-m5,23,42,1
eil51-m5,23,5,0
eil51-m5,23,47,0
eil51-m5,24,13,0
eil51-m5,24,17,0
eil51-m5,24,12,1
eil51-m5,25,7,1
eil51-m5,25,0,0
eil51-m5,26,50,0
eil51-m5,26,0,1
eil51-m5,26,47,0
eil51-m5,26,11,0
eil51-m5,27,0,1
eil51-m5,27,35,0
eil51-m5,28,20,1
eil51-m5,28,19,0
eil51-m5,28,34,0
eil51-m5,29,38,1
eil51-m5,29,20,0
eil51-m5,30,27,1
eil51-m5,30,7,0
eil51-m5,30,0,0
eil51-m5,31,0,1
eil51-m5,31,26,0
eil51-m5,31,37,0
eil51-m5,31,15,0
eil51-m5,31,11,0
eil51-m5,32,44,1
eil51-m5,32,38,0
eil51-m5,33,29,1
eil51-m5,33,15,0
eil51-m5,33,28,0
eil51-m5,33,9,0
eil51-m5,34,35,0
eil51-m5,34,19,1
eil51-m5,35,34,1
eil51-m5,35,27,0
eil51-m5,35,28,0
eil51-m5,35,1,0
eil51-m5,36,14,1
eil51-m5,36,4,0
eil51-m5,36,41,0
eil51-m5,37,10,0
eil51-m5,37,8,1
eil51-m5,38,9,1
eil51-m5,38,8,0
eil51-m5,38,44,0
eil51-m5,38,49,0
eil51-m5,38,14,0
eil51-m5,39,18,1
eil51-m5,39,40,0
eil51-m5,39,43,0
eil51-m5,40,18,0
eil51-m5,40,39,1
eil51-m5,40,17,0
eil51-m5,40,43,0
eil51-m5,40,24,0
eil51-m5,41,16,0
eil51-m5,41,3,1
eil51-m5,42,22,1
eil51-m5,43,14,0
eil51-m5,43,36,0
eil51-m5,43,16,1
eil51-m5,43,44,0
eil51-m5,43,18,0
eil51-m5,44,32,0
eil51-m5,44,43,1
eil51-m5,45,11,1
eil51-m5,45,26,0
eil51-m5,45,10,0
eil51-m5,45,0,0
eil51-m5,46,50,1
eil51-m5,46,36,0
eil51-m5,46,5,0
eil51-m5,47,31,0
eil51-m5,48,8,0
eil51-m5,48,4,1
eil51-m5,49,8,0
eil51-m5,49,15,0
eil51-m5,49,33,1
eil51-m5,49,28,0
eil51-m5,49,1,0
eil51-m5,50,26,0
eil51-m5,50,11,0
eil51-m5,50,31,0
eil51-m5,50,0,1
eil51-m5,50,4,0
eil51-m7,0,21,1
eil51-m7,0,7,1
eil51-m7,0,1,1
eil51-m7,0,47,0
eil51-m7,0,45,1
eil51-m7,0,27,0
eil51-m7,1,15,1
eil51-m7,1,28,0
eil51-m7,1,21,0
eil51-m7,1,49,0
eil51-m7,1,37,0
eil51-m7,2,27,0
eil51-m7,2,35,1
eil51-m7,3,46,1
eil51-m7,3,43,0
eil51-m7,4,37,0
eil51-m7,4,48,0
eil51-m7,5,26,0
eil51-m7,5,13,1
eil51-m7,5,23,0
eil51-m7,5,6,0
eil51-m7,6,42,1
eil51-m7,6,30,0
eil51-m7,7,25,1
eil51-m7,8,49,0
eil51-m7,8,48,0
eil51-m7,8,37,1
eil51-m7,8,29,0
eil51-m7,8,10,0
eil51-m7,9,48,1
eil51-m7,9,38,0
eil51-m7,9,44,0
eil51-m7,10,37,0
eil51-m7,10,50,0
eil51-m7,10,0,1
eil51-m7,11,16,1
eil51-m7,12,24,0
eil51-m7,12,3,1
eil51-m7,12,39,0
eil51-m7,12,16,0
eil51-m7,13,24,1
eil51-m7,13,5,0
eil51-m7,13,17,0
eil51-m7,13,23,0
eil51-m7,13,22,0
eil51-m7,14,44,1
eil51-m7,14,36,0
eil51-m7,14,32,0
eil51-m7,14,4,0
eil51-m7,14,9,0
eil51-m7,14,11,0
eil51-m7,15,1,0
eil51-m7,15,28,1
eil51-m7,15,10,0
eil51-m7,15,48,0
eil51-m7,15,31,0
eil51-m7,16,36,0
eil51-m7,16,43,1
eil51-m7,16,41,0
eil51-m7,17,24,0
eil51-m7,17,11,0
eil51-m7,17,16,0
eil51-m7,18,39,1
eil51-m7,18,43,0
eil51-m7,18,46,0
eil51-m7,19,2,0
eil51-m7,19,35,0
eil51-m7,19,0,1
eil51-m7,20,28,0
eil51-m7,20,49,1
eil51-m7,20,8,0
eil51-m7,21,0,0
eil51-m7,21,2,1
eil51-m7,21,26,0
eil51-m7,22,47,1
eil51-m7,22,5,0
eil51-m7,23,22,1
eil51-m7,23,42,0
eil51-m7,23,24,0
eil51-m7,23,6,0
eil51-m7,24,13,0
eil51-m7,24,17,1
eil51-m7,24,5,0
eil51-m7,24,22,0
eil51-m7,25,30,0
eil51-m7,25,6,1
eil51-m7,25,22,0
eil51-m7,25,27,0
eil51-m7,25,5,0
eil51-m7,26,0,1
eil51-m7,26,47,0
eil51-m7,26,7,0
eil51-m7,26,11,0
eil51-m7,27,7,0
eil51-m7,27,0,1
eil51-m7,27,35,0
eil51-m7,28,20,1
eil51-m7,28,34,0
eil51-m7,29,38,1
eil51-m7,29,15,0
eil51-m7,29,4,0
eil51-m7,30,27,1
eil51-m7,30,7,0
eil51-m7,30,6,0
eil51-m7,30,26,0
eil51-m7,31,0,1
eil51-m7,31,26,0
eil51-m7,31,15,0
eil51-m7,31,11,0
eil51-m7,32,48,0
eil51-m7,32,4,1
eil51-m7,33,29,1
eil51-m7,33,38,0
eil51-m7,34,19,1
eil51-m7,35,34,1
eil51-m7,35,1,0
eil51-m7,35,20,0
eil51-m7,36,16,0
eil51-m7,36,14,1
eil51-m7,36,43,0
eil51-m7,37,10,1
eil51-m7,37,48,0
eil51-m7,37,49,0
eil51-m7,37,31,0
eil51-m7,38,9,1
eil51-m7,38,8,0
eil51-m7,38,14,0
eil51-m7,39,40,1
eil51-m7,39,3,0
eil51-m7,39,17,0
eil51-m7,39,24,0
eil51-m7,40,12,1
eil51-m7,40,41,0
eil51-m7,41,18,1
eil51-m7,42,23,1
eil51-m7,42,47,0
eil51-m7,42,24,0
eil51-m7,43,41,1
eil51-m7,43,44,0
eil51-m7,43,46,0
eil51-m7,44,32,1
eil51-m7,44,36,0
eil51-m7,44,4,0
eil51-m7,44,48,0
eil51-m7,45,50,0
eil51-m7,45,11,1
eil51-m7,45,31,0
eil51-m7,45,5,0
eil51-m7,45,0,0
eil51-m7,46,3,0
eil51-m7,46,17,0
eil51-m7,46,50,1
eil51-m7,46,45,0
eil51-m7,46,36,0
eil51-m7,46,5,0
eil51-m7,47,5,0
eil51-m7,47,0,1
eil51-m7,47,31,0
eil51-m7,47,50,0
eil51-m7,48,8,1
eil51-m7,48,15,0
eil51-m7,49,33,1
eil51-m7,49,1,0
eil51-m7,50,26,0
eil51-m7,50,0,1
eil51-m7,50,17,0
berlin52-m2,0,30,1
berlin52-m2,0,43,1
berlin52-m2,0,17,0
berlin52-m2,0,38,0
berlin52-m2,1,29,1
berlin52-m2,1,16,0
berlin52-m2,2,17,0
berlin52-m2,2,16,1
berlin52-m2,2,40,0
berlin52-m2,3,5,1
berlin52-m2,3,47,0
berlin52-m2,4,39,0
berlin52-m2,4,36,1
berlin52-m2,5,14,1
berlin52-m2,6,1,1
berlin52-m2,7,40,1
berlin52-m2,7,18,0
berlin52-m2,7,9,0
berlin52-m2,7,44,0
berlin52-m2,7,2,0
berlin52-m2,7,31,0
berlin52-m2,7,42,0
berlin52-m2,7,17,0
berlin52-m2,8,7,1
berlin52-m2,8,2,0
berlin52-m2,9,8,1
berlin52-m2,9,2,0
berlin52-m2,9,39,0
berlin52-m2,10,11,0
berlin52-m2,10,51,0
berlin52-m2,10,12,0
berlin52-m2,11,50,0
berlin52-m2,11,24,1
berlin52-m2,11,10,0
berlin52-m2,12,26,1
berlin52-m2,12,51,0
berlin52-m2,12,46,0
berlin52-m2,12,10,0
berlin52-m2,12,11,0
berlin52-m2,13,12,0
berlin52-m2,13,51,1
berlin52-m2,14,4,1
berlin52-m2,14,37,0
berlin52-m2,14,36,0
berlin52-m2,14,24,0
berlin52-m2,15,43,0
berlin52-m2,15,28,1
berlin52-m2,15,33,0
berlin52-m2,15,34,0
berlin52-m2,15,36,0
berlin52-m2,16,17,1
berlin52-m2,16,0,0
berlin52-m2,16,31,0
berlin52-m2,17,21,1
berlin52-m2,17,2,0
berlin52-m2,17,31,0
berlin52-m2,17,44,0
berlin52-m2,18,44,0
berlin52-m2,18,7,0
berlin52-m2,18,48,0
berlin52-m2,18,0,0
berlin52-m2,19,49,1
berlin52-m2,19,21,0
berlin52-m2,20,0,0
berlin52-m2,20,2,0
berlin52-m2,20,41,1
berlin52-m2,21,0,1
berlin52-m2,21,22,0
berlin52-m2,21,43,0
berlin52-m2,22,19,1
berlin52-m2,22,30,0
berlin52-m2,22,17,0
berlin52-m2,22,48,0
berlin52-m2,23,37,1
berlin52-m2,23,3,0
berlin52-m2,24,3,1
berlin52-m2,25,12,0
berlin52-m2,25,13,1
berlin52-m2,25,24,0
berlin52-m2,26,27,1
berlin52-m2,26,25,0
berlin52-m2,26,46,0
berlin52-m2,26,13,0
berlin52-m2,26,51,0
berlin52-m2,26,24,0
berlin52-m2,27,11,1
berlin52-m2,27,3,0
berlin52-m2,28,29,0
berlin52-m2,28,22,0
berlin52-m2,28,43,0
berlin52-m2,28,45,0
berlin52-m2,29,22,1
berlin52-m2,29,49,0
berlin52-m2,30,17,0
berlin52-m2,30,20,1
berlin52-m2,30,22,0
berlin52-m2,30,48,0
berlin52-m2,31,0,0
berlin52-m2,31,44,1
berlin52-m2,32,9,1
berlin52-m2,32,4,0
berlin52-m2,33,34,1
berlin52-m2,33,36,0
berlin52-m2,33,48,0
berlin52-m2,33,47,0
berlin52-m2,34,36,0
berlin52-m2,34,0,1
berlin52-m2,35,34,0
berlin52-m2,35,48,1
berlin52-m2,35,31,0
berlin52-m2,36,33,1
berlin52-m2,37,39,1
berlin52-m2,37,36,0
berlin52-m2,37,23,0
berlin52-m2,37,38,0
berlin52-m2,37,33,0
berlin52-m2,37,35,0
berlin52-m2,38,35,1
berlin52-m2,38,34,0
berlin52-m2,38,37,0
berlin52-m2,39,38,1
berlin52-m2,39,47,0
berlin52-m2,40,8,0
berlin52-m2,40,2,1
berlin52-m2,40,31,0
berlin52-m2,41,6,1
berlin52-m2,41,29,0
berlin52-m2,41,16,0
berlin52-m2,42,5,0
berlin52-m2,42,47,0
berlin52-m2,43,45,1
berlin52-m2,44,18,1
berlin52-m2,44,31,0
berlin52-m2,44,7,0
berlin52-m2,45,47,1
berlin52-m2,45,43,0
berlin52-m2,45,37,0
berlin52-m2,45,4,0
berlin52-m2,46,25,1
berlin52-m2,46,28,0
berlin52-m2,47,23,1
berlin52-m2,47,38,0
berlin52-m2,47,45,0
berlin52-m2,48,31,1
berlin52-m2,49,15,1
berlin52-m2,49,33,0
berlin52-m2,49,34,0
berlin52-m2,50,10,1
berlin52-m2,50,32,0
berlin52-m2,50,14,0
berlin52-m2,51,12,1
berlin52-m2,51,10,0
berlin52-m2,51,26,0
berlin52-m2,51,27,0
berlin52-m2,51,46,0
berlin52-m3,0,48,1
berlin52-m3,0,31,1
berlin52-m3,0,34,0
berlin52-m3,0,43,1
berlin52-m3,1,6,1
berlin52-m3,1,41,0
berlin52-m3,1,22,0
berlin52-m3,2,30,0
berlin52-m3,2,16,1
berlin52-m3,2,44,0
berlin52-m3,3,24,0
berlin52-m3,3,23,0
berlin52-m3,3,38,0
berlin52-m3,4,14,1
berlin52-m3,4,5,0
berlin52-m3,4,3,0
berlin52-m3,5,14,0
berlin52-m3,5,3,1
berlin52-m3,5,47,0
berlin52-m3,5,37,0
berlin52-m3,5,39,0
berlin52-m3,5,38,0
berlin52-m3,6,41,1
berlin52-m3,6,22,0
berlin52-m3,6,19,0
berlin52-m3,6,17,0
berlin52-m3,6,49,0
berlin52-m3,7,40,1
berlin52-m3,7,18,0
berlin52-m3,7,31,0
berlin52-m3,7,48,0
berlin52-m3,8,7,1
berlin52-m3,8,18,0
berlin52-m3,8,44,0
berlin52-m3,9,8,1
berlin52-m3,9,40,0
berlin52-m3,10,51,1
berlin52-m3,10,27,0
berlin52-m3,10,12,0
berlin52-m3,10,25,0
berlin52-m3,11,24,1
berlin52-m3,11,3,0
berlin52-m3,12,26,1
berlin52-m3,12,25,0
berlin52-m3,12,51,0
berlin52-m3,12,10,0
berlin52-m3,12,50,0
berlin52-m3,13,12,1
berlin52-m3,14,5,1
berlin52-m3,14,37,0
berlin52-m3,14,39,0
berlin52-m3,15,43,0
berlin52-m3,15,33,0
berlin52-m3,16,17,1
berlin52-m3,16,30,0
berlin52-m3,17,21,1
berlin52-m3,18,44,0
berlin52-m3,18,7,0
berlin52-m3,18,9,1
berlin52-m3,19,22,1
berlin52-m3,19,15,0
berlin52-m3,19,0,0
berlin52-m3,19,28,0
berlin52-m3,20,30,1
berlin52-m3,20,17,0
berlin52-m3,20,21,0
berlin52-m3,21,0,1
berlin52-m3,22,30,0
berlin52-m3,22,29,1
berlin52-m3,22,0,0
berlin52-m3,23,4,1
berlin52-m3,23,36,0
berlin52-m3,24,5,0
berlin52-m3,24,45,1
berlin52-m3,24,36,0
berlin52-m3,25,27,0
berlin52-m3,25,46,1
berlin52-m3,25,45,0
berlin52-m3,26,27,1
berlin52-m3,26,13,0
berlin52-m3,26,10,0
berlin52-m3,27,11,1
berlin52-m3,27,24,0
berlin52-m3,28,49,1
berlin52-m3,28,19,0
berlin52-m3,28,45,0
berlin52-m3,28,34,0
berlin52-m3,30,0,1
berlin52-m3,30,48,0
berlin52-m3,30,49,0
berlin52-m3,31,21,0
berlin52-m3,31,44,1
berlin52-m3,31,17,0
berlin52-m3,32,50,1
berlin52-m3,32,5,0
berlin52-m3,32,8,0
berlin52-m3,33,0,1
berlin52-m3,34,35,1
berlin52-m3,34,39,0
berlin52-m3,34,43,0
berlin52-m3,35,38,1
berlin52-m3,35,37,0
berlin52-m3,36,39,0
berlin52-m3,36,37,1
berlin52-m3,36,47,0
berlin52-m3,36,33,0
berlin52-m3,36,35,0
berlin52-m3,36,4,0
berlin52-m3,36,14,0
berlin52-m3,37,47,1
berlin52-m3,37,35,0
berlin52-m3,38,39,1
berlin52-m3,38,36,0
berlin52-m3,39,36,1
berlin52-m3,39,23,0
berlin52-m3,39,4,0
berlin52-m3,40,2,1
berlin52-m3,41,1,0
berlin52-m3,41,20,1
berlin52-m3,41,16,0
berlin52-m3,41,49,0
berlin52-m3,42,9,0
berlin52-m3,42,47,0
berlin52-m3,43,34,0
berlin52-m3,43,45,0
berlin52-m3,43,15,1
berlin52-m3,43,0,0
berlin52-m3,43,48,0
berlin52-m3,44,18,1
berlin52-m3,44,31,0
berlin52-m3,44,40,0
berlin52-m3,44,2,0
berlin52-m3,44,17,0
berlin52-m3,45,33,1
berlin52-m3,45,4,0
berlin52-m3,46,25,0
berlin52-m3,46,26,0
berlin52-m3,46,12,0
berlin52-m3,46,11,0
berlin52-m3,46,28,1
berlin52-m3,46,45,0
berlin52-m3,47,23,1
berlin52-m3,47,4,0
berlin52-m3,47,37,0
berlin52-m3,47,39,0
berlin52-m3,47,38,0
berlin52-m3,47,33,0
berlin52-m3,48,34,1
berlin52-m3,49,19,1
berlin52-m3,49,22,0
berlin52-m3,49,15,0
berlin52-m3,49,21,0
berlin52-m3,50,10,1
berlin52-m3,50,27,0
berlin52-m3,50,24,0
berlin52-m3,51,13,1
berlin52-m3,51,10,0
berlin52-m3,51,24,0
berlin52-m5,0,31,1
berlin52-m5,0,34,1
berlin52-m5,1,6,1
berlin52-m5,1,30,0
berlin52-m5,2,18,0
berlin52-m5,2,16,1
berlin52-m5,2,0,0
berlin52-m5,3,4,0
berlin52-m5,4,14,0
berlin52-m5,4,5,1
berlin52-m5,5,23,0
berlin52-m5,5,3,1
berlin52-m5,6,41,1
berlin52-m5,6,20,0
berlin52-m5,6,22,0
berlin52-m5,7,8,1
berlin52-m5,7,17,0
berlin52-m5,8,9,1
berlin52-m5,9,31,0
berlin52-m5,9,14,0
berlin52-m5,10,11,1
berlin52-m5,10,27,0
berlin52-m5,11,27,0
berlin52-m5,11,50,0
berlin52-m5,11,24,1
berlin52-m5,11,3,0
berlin52-m5,11,10,0
berlin52-m5,12,26,0
berlin52-m5,12,51,1
berlin52-m5,12,46,0
berlin52-m5,13,12,0
berlin52-m5,13,46,1
berlin52-m5,13,25,0
berlin52-m5,13,50,0
berlin52-m5,13,24,0
berlin52-m5,14,5,0
berlin52-m5,14,37,1
berlin52-m5,15,45,0
berlin52-m5,15,19,0
berlin52-m5,15,28,1
berlin52-m5,15,34,0
berlin52-m5,16,20,0
berlin52-m5,16,17,1
berlin52-m5,16,21,0
berlin52-m5,16,22,0
berlin52-m5,16,0,0
berlin52-m5,17,21,1
berlin52-m5,17,0,0
berlin52-m5,17,31,0
berlin52-m5,17,48,0
berlin52-m5,17,18,0
berlin52-m5,18,40,1
berlin52-m5,18,48,0
berlin52-m5,19,22,1
berlin52-m5,19,15,0
berlin52-m5,19,21,0
berlin52-m5,20,30,1
berlin52-m5,20,21,0
berlin52-m5,20,16,0
berlin52-m5,20,0,0
berlin52-m5,20,41,0
berlin52-m5,21,0,1
berlin52-m5,21,48,0
berlin52-m5,22,49,0
berlin52-m5,22,21,0
berlin52-m5,22,29,1
berlin52-m5,22,17,0
berlin52-m5,23,47,1
berlin52-m5,23,4,0
berlin52-m5,23,14,0
berlin52-m5,23,5,0
berlin52-m5,23,3,0
berlin52-m5,24,3,0
berlin52-m5,24,23,1
berlin52-m5,24,4,0
berlin52-m5,25,46,0
berlin52-m5,25,12,0
berlin52-m5,25,11,0
berlin52-m5,26,12,1
berlin52-m5,26,50,0
berlin52-m5,26,10,0
berlin52-m5,27,26,1
berlin52-m5,27,3,0
berlin52-m5,28,49,1
berlin52-m5,28,29,0
berlin52-m5,28,34,0
berlin52-m5,29,22,0
berlin52-m5,29,30,0
berlin52-m5,29,41,0
berlin52-m5,29,15,0
berlin52-m5,30,0,1
berlin52-m5,30,20,0
